
 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
 3.10.2002  403.   0.16   0.00   19.3   0.2   0.1   0.0   0.0   0.0       0.000
 4.10.2002  403.   0.70   0.00    0.2   0.9   0.1   0.0   0.1   0.1      -0.000
 5.10.2002  453.   0.09   0.00   51.8   0.1   0.3   0.0   0.0   0.0       0.000
 6.10.2002  457.   0.50   0.00    4.0   0.5   0.1   0.0   0.1   0.0       0.000
 7.10.2002  459.   0.33   0.00    5.7   0.4   2.7   0.0   0.0   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 8.10.2002  451.   0.63   0.00    0.1   0.8   7.9   0.0   0.1   0.2      -0.000
 9.10.2002  444.   0.00   0.00    0.0   0.5   6.4   0.0   0.3   0.3      -0.000
10.10.2002  439.   0.00   0.00    0.0   0.6   5.1   0.0   0.3   0.4      -0.000
11.10.2002  434.   0.00   0.00    0.0   0.5   4.1   0.0   0.3   0.3      -0.000
12.10.2002  431.   0.08   0.00    0.3   0.2   3.4   0.0   0.2   0.1       0.000
13.10.2002  428.   0.04   0.00    0.2   0.0   2.8   0.0   0.0   0.0      -0.000
14.10.2002  438.   0.30   0.00   13.1   0.4   2.5   0.0   0.1   0.0       0.000
15.10.2002  436.   0.26   0.00    0.3   0.3   2.2   0.0   0.0   0.0      -0.000
16.10.2002  439.   0.74   0.00    5.3   0.8   2.1   0.0   0.1   0.0       0.000
17.10.2002  436.   0.35   0.00    0.1   0.6   2.3   0.0   0.2   0.1      -0.000
18.10.2002  447.   0.34   0.00   14.0   0.4   2.5   0.0   0.1   0.0       0.000
19.10.2002  444.   0.38   0.00    0.0   0.5   2.7   0.0   0.1   0.0      -0.000
20.10.2002  443.   0.34   0.00    2.2   0.4   3.1   0.0   0.1   0.0      -0.000
21.10.2002  442.   0.34   0.00    4.2   0.4   3.7   0.0   0.0   0.0      -0.000
22.10.2002  451.   0.33   0.00   12.9   0.4   3.6   0.0   0.0   0.0       0.000
23.10.2002  454.   0.89   0.00    6.3   1.0   3.5   0.0   0.1   0.0      -0.000
24.10.2002  449.   0.23   0.00    0.1   0.5   4.5   0.0   0.2   0.1      -0.000
25.10.2002  455.   0.23   0.00   12.5   0.3   5.3   0.0   0.1   0.0       0.000
26.10.2002  453.   1.28   0.00    4.1   1.6   5.0   0.0   0.4   0.1      -0.000
27.10.2002  466.   0.75   0.00   19.1   0.9   5.5   0.0   0.2   0.0       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
28.10.2002  461.   0.67   0.00    3.9   0.8   7.6   0.0   0.2   0.0      -0.000
29.10.2002  453.   0.38   0.00    1.6   0.5   9.0   0.0   0.1   0.0       0.000
30.10.2002  446.   0.00   0.00    0.0   0.3   6.9   0.0   0.1   0.2      -0.000
31.10.2002  441.   0.02   0.00    0.1   0.2   5.4   0.0   0.1   0.1      -0.000
 1.11.2002  450.   0.15   0.00   13.9   0.2   4.3   0.0   0.0   0.0       0.000
 2.11.2002  457.   0.22   0.00   11.6   0.2   3.7   0.0   0.0   0.0       0.000
 3.11.2002  465.   0.14   0.00   12.2   0.1   4.5   0.0   0.0   0.0       0.000
 4.11.2002  462.   0.12   0.00    5.3   0.1   8.3   0.0   0.0   0.0      -0.000
 5.11.2002  453.   0.27   0.00    0.1   0.3   8.8   0.0   0.1   0.0      -0.000
 6.11.2002  446.   0.14   0.00    0.0   0.1   7.0   0.0   0.0   0.0       0.000
 7.11.2002  467.   0.02   0.00   26.6   0.0   5.4   0.0  -0.0   0.0      -0.000
 8.11.2002  479.   0.19   0.00   22.2   0.2   9.6   0.0   0.0   0.0       0.000
 9.11.2002  462.   0.48   0.00    1.3   0.5  18.2   0.0   0.1   0.0      -0.000
10.11.2002  460.   0.16   0.00    8.1   0.2  10.2   0.0   0.0   0.0       0.000
11.11.2002  458.   0.33   0.00    6.3   0.4   7.6   0.0   0.1   0.0      -0.000
12.11.2002  452.   0.27   0.00    1.4   0.3   7.0   0.0   0.1   0.0       0.000
13.11.2002  453.   0.51   0.00    7.5   0.6   6.3   0.0   0.1   0.0       0.000
14.11.2002  448.   0.18   0.00    0.8   0.2   5.4   0.0   0.0   0.0      -0.000
15.11.2002  445.  -0.08   0.00    2.2  -0.1   5.1   0.0  -0.1   0.0       0.000
16.11.2002  457.   0.03   0.00   16.3   0.0   4.5   0.0  -0.0   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
17.11.2002  454.   0.10   0.00    0.8   0.1   4.3   0.0   0.0   0.0       0.000
18.11.2002  448.   0.20   0.00    0.0   0.2   5.9   0.0   0.1   0.0      -0.000
19.11.2002  442.   0.10   0.00    0.0   0.1   5.5   0.0   0.0   0.0      -0.000
20.11.2002  438.   0.00   0.00    0.0  -0.0   4.5   0.0   0.0   0.0      -0.000
21.11.2002  434.   0.00   0.00    0.0   0.1   3.7   0.0   0.1   0.0       0.000
22.11.2002  432.   0.23   0.00    2.2   0.3   3.2   0.0   0.1   0.0       0.000
23.11.2002  430.  -0.00   0.00    0.0  -0.0   2.7   0.0  -0.0   0.0      -0.000
24.11.2002  427.   0.00   0.00    0.0   0.0   2.4   0.0   0.0   0.0       0.000
25.11.2002  425.   0.00   0.00    0.0   0.1   2.2   0.0   0.1   0.0      -0.000
26.11.2002  423.   0.02   0.00    0.2   0.0   2.0   0.0   0.0   0.0       0.000
27.11.2002  421.   0.00   0.00    0.0   0.1   1.8   0.0   0.2   0.0       0.000
28.11.2002  420.   0.00   0.00    0.0   0.0   1.7   0.0   0.1   0.0      -0.000
29.11.2002  434.  -0.02   0.00   16.0  -0.1   1.6   0.0  -0.1   0.0       0.000
30.11.2002  437.  -0.04   0.00    4.0  -0.1   1.4   0.0  -0.1   0.0       0.000
 1.12.2002  440.   0.08   0.00    4.3   0.1   1.4   0.0   0.0   0.0      -0.000
 2.12.2002  438.   0.06   0.00    0.2   0.0   1.6   0.0  -0.0   0.0       0.000
 3.12.2002  436.   0.11   0.00    0.0   0.1   2.2   0.0   0.0   0.0      -0.000
 4.12.2002  433.   0.00   0.00    0.0  -0.0   2.8   0.0  -0.0   0.0       0.000
 5.12.2002  430.   0.00   0.00    0.0  -0.0   2.8   0.0   0.0   0.0      -0.000
 6.12.2002  428.  -0.06   0.00    0.0  -0.1   2.6   0.0  -0.0   0.0       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 7.12.2002  426.  -0.09   0.00    0.0  -0.1   2.3   0.0  -0.0   0.0      -0.000
 8.12.2002  424.  -0.04   0.00    0.0  -0.1   2.1   0.0  -0.0   0.0       0.000
 9.12.2002  422.  -0.15   0.00    0.0  -0.2   1.9   0.0  -0.1   0.0       0.000
10.12.2002  420.  -0.01   0.00    0.0  -0.0   1.7   0.0  -0.0   0.0       0.000
11.12.2002  418.   0.09   0.00    0.0   0.1   1.6   0.0   0.0   0.0       0.000
12.12.2002  417.   0.21   0.00    0.0   0.2   1.5   0.0   0.1   0.0       0.000
13.12.2002  416.  -0.02   0.00    0.0  -0.1   1.4   0.0  -0.1   0.0      -0.000
14.12.2002  415.  -0.17   0.00    0.0  -0.4   1.3   0.0  -0.2   0.0       0.000
15.12.2002  414.  -0.19   1.61    2.0  -0.2   1.2   0.0  -0.2   0.0      -0.000
16.12.2002  417.  -0.15   7.11   10.2  -0.3   1.1   0.0  -0.3   0.0       0.000
17.12.2002  417.  -0.17   7.54    0.7  -0.2   1.1   0.0  -0.3   0.0      -0.000
18.12.2002  416.  -0.09   7.67    0.4  -0.0   1.0   0.0  -0.1   0.0      -0.000
19.12.2002  415.  -0.09   7.43    0.0  -0.1   1.0   0.0  -0.1   0.0       0.000
20.12.2002  415.  -0.20   7.30    0.0  -0.2   0.9   0.0  -0.3   0.0      -0.000
21.12.2002  414.  -0.20   7.17    0.0  -0.2   0.9   0.0  -0.3   0.0       0.000
22.12.2002  420.  -0.19  29.23   28.5  -0.2   0.9   0.0  -0.3   0.0       0.000
23.12.2002  420.  -0.19  32.41    3.9  -0.2   0.9   0.0  -0.3   0.0       0.000
24.12.2002  420.  -0.06  34.01    2.5  -0.0   0.9   0.0  -0.1   0.0      -0.000
25.12.2002  424.   0.01  29.65    0.3  -0.1   0.9   0.0  -0.0   0.0       0.000
26.12.2002  435.   0.01  24.51    6.7  -0.1   1.0   0.0  -0.0   0.0       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
27.12.2002  454.   0.04  13.77    8.8  -0.3   1.0   0.0  -0.1   0.0       0.000
28.12.2002  468.  -0.03   3.62    5.3  -0.3   1.2   0.0  -0.1   0.0      -0.000
29.12.2002  485.  -0.01   0.00   31.0  -0.3  18.0   0.0  -0.1   0.0      -0.000
30.12.2002  480.   0.01  10.02   32.4   0.0  27.4   0.0  -0.1   0.0      -0.000
31.12.2002  462.  -0.15   9.54    0.0   0.1  18.6   0.0  -0.1   0.0      -0.000
 1. 1.2003  456.  -0.18  22.34   17.2  -0.4  10.1   0.0  -0.2   0.0       0.000
 2. 1.2003  482.  -0.14  11.69   21.5  -0.5   7.2   0.0  -0.3   0.0      -0.000
 3. 1.2003  477.  -0.10   6.38   12.8  -0.3  22.6   0.0  -0.2   0.0       0.000
 4. 1.2003  461.  -0.20   6.78    0.7  -0.1  16.7   0.0  -0.3   0.0      -0.000
 5. 1.2003  452.  -0.04  11.56    5.1  -0.1   9.9   0.0  -0.1   0.0       0.000
 6. 1.2003  445.  -0.10  12.80    1.4  -0.1   6.7   0.0  -0.1   0.0      -0.000
 7. 1.2003  440.  -0.02  12.48    0.0  -0.0   5.1   0.0  -0.1   0.0       0.000
 8. 1.2003  437.   0.05  12.12    0.0   0.1   4.1   0.0  -0.0   0.0      -0.000
 9. 1.2003  433.   0.11  11.77    0.0   0.1   3.5   0.0  -0.0   0.0       0.000
10. 1.2003  431.   0.02  11.46    0.0  -0.0   3.0   0.0  -0.1   0.0      -0.000
11. 1.2003  429.  -0.04  11.12    0.0  -0.0   2.6   0.0  -0.1   0.0       0.000
12. 1.2003  427.  -0.06  19.43    8.6  -0.2   2.3   0.0  -0.1   0.0      -0.000
13. 1.2003  432.  -0.01  29.41   17.6  -0.2   2.1   0.0  -0.0   0.0      -0.000
14. 1.2003  439.  -0.05  22.92    1.4  -0.3   1.9   0.0  -0.1   0.0       0.000
15. 1.2003  442.   0.41  19.59    1.6   0.4   1.8   0.0   0.2   0.0       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
16. 1.2003  442.  -0.03  17.19    0.0  -0.1   2.0   0.0  -0.1   0.0       0.000
17. 1.2003  440.   0.17  16.92    0.1   0.2   2.6   0.0   0.0   0.0      -0.000
18. 1.2003  437.   0.00  16.53    0.0   0.0   3.2   0.0  -0.1   0.0       0.000
19. 1.2003  435.   0.24  16.01    0.7   0.3   3.2   0.0   0.1   0.0      -0.000
20. 1.2003  444.   0.23   9.07    5.0   0.1   3.0   0.0   0.1   0.0      -0.000
21. 1.2003  451.   0.03   1.83    2.6  -0.2   2.7   0.0  -0.0   0.0      -0.000
22. 1.2003  452.   0.18   0.00    2.1   0.1   2.9   0.0   0.1   0.0      -0.002
23. 1.2003  458.   0.07   0.00   10.3   0.1   4.5   0.0   0.0   0.0       0.000
24. 1.2003  452.  -0.01   0.00    0.0  -0.1   5.7   0.0  -0.1   0.0      -0.000
25. 1.2003  447.   0.20   1.54    2.7   0.2   6.2   0.0   0.0   0.0       0.000
26. 1.2003  448.   0.01   0.00    4.2  -0.1   5.3   0.0  -0.0   0.0      -0.000
27. 1.2003  455.   0.10   0.00   12.1   0.1   4.4   0.0   0.1   0.0      -0.000
28. 1.2003  460.   0.16   0.00    9.6   0.2   4.4   0.0   0.2   0.0      -0.000
29. 1.2003  459.  -0.04   3.71    8.5  -0.0   6.4   0.0  -0.1   0.0      -0.000
30. 1.2003  451.  -0.06   8.67    5.7   0.1   7.4   0.0  -0.0   0.0      -0.000
31. 1.2003  445.  -0.14  10.28    1.9  -0.2   6.3   0.0  -0.1   0.0       0.000
 1. 2.2003  441.  -0.01  11.33    1.4  -0.0   5.1   0.0  -0.0   0.0      -0.000
 2. 2.2003  437.   0.00  22.45   11.3  -0.2   4.2   0.0  -0.0   0.0      -0.000
 3. 2.2003  435.  -0.07  36.66   15.6  -0.1   3.5   0.0  -0.1   0.0      -0.000
 4. 2.2003  432.  -0.04  42.85    6.6   0.0   3.0   0.0  -0.1   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 5. 2.2003  430.  -0.07  53.59   11.1  -0.0   2.7   0.0  -0.1   0.0      -0.000
 6. 2.2003  428.  -0.02  54.13    0.9  -0.0   2.4   0.0  -0.1   0.0      -0.000
 7. 2.2003  426.   0.01  56.24    2.4  -0.0   2.2   0.0  -0.0   0.0       0.000
 8. 2.2003  424.  -0.04  56.35    0.3  -0.1   2.0   0.0  -0.1   0.0       0.000
 9. 2.2003  423.   0.02  55.94    0.0   0.1   1.9   0.0   0.0   0.0      -0.000
10. 2.2003  421.   0.03  55.60    0.0   0.0   1.7   0.0  -0.1   0.0       0.000
11. 2.2003  420.   0.05  55.27    0.0   0.0   1.6   0.0   0.0   0.0      -0.000
12. 2.2003  419.   0.03  54.92    0.0   0.0   1.5   0.0  -0.0   0.0      -0.000
13. 2.2003  418.   0.34  54.53    0.0   0.4   1.4   0.0   0.1   0.0       0.000
14. 2.2003  417.   0.29  54.16    0.0   0.3   1.3   0.0   0.1   0.0       0.000
15. 2.2003  416.   0.00  53.81    0.0  -0.0   1.3   0.0   0.0   0.0      -0.000
16. 2.2003  415.   0.00  53.42    0.0   0.0   1.2   0.0   0.2   0.0      -0.000
17. 2.2003  414.   0.00  53.06    0.0   0.0   1.1   0.0   0.0   0.0       0.000
18. 2.2003  414.   0.00  52.72    0.0  -0.0   1.1   0.0   0.1   0.0       0.000
19. 2.2003  413.  -0.01  52.41    0.0  -0.1   1.0   0.0  -0.0   0.0       0.000
20. 2.2003  412.   0.01  52.11    0.0  -0.0   1.0   0.0   0.0   0.0      -0.000
21. 2.2003  412.   0.00  51.82    0.0  -0.1   1.0   0.0   0.1   0.0      -0.000
22. 2.2003  411.   0.00  51.46    0.0   0.0   0.9   0.0   0.1   0.0       0.000
23. 2.2003  411.   0.00  51.07    0.0   0.0   0.9   0.0   0.2   0.0       0.000
24. 2.2003  412.   0.00  48.50    0.0   0.0   0.9   0.0   0.2   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
25. 2.2003  419.   0.00  41.20    0.0   0.1   0.8   0.0   0.5   0.0       0.000
26. 2.2003  424.   0.00  34.78    0.0   0.1   0.8   0.0   0.3   0.0       0.000
27. 2.2003  438.   0.00  19.74    0.0   0.0   0.8   0.0   0.4   0.0       0.000
28. 2.2003  452.   0.01   5.58    0.1  -0.1   0.8   0.0   0.3   0.0      -0.000
 1. 3.2003  458.   0.08   0.00    1.3   0.1   1.0   0.0   0.3   0.0       0.000
 2. 3.2003  459.   0.12   0.00    6.0   0.2   4.6   0.0   0.2   0.0       0.000
 3. 3.2003  452.   0.07   0.00    0.5   0.1   7.3   0.0   0.0   0.0      -0.000
 4. 3.2003  445.   0.03   0.00    0.1   0.3   6.4   0.0   0.4   0.0       0.000
 5. 3.2003  440.   0.01   0.00    0.2   0.2   5.2   0.0   0.3   0.0       0.000
 6. 3.2003  448.   0.22   0.00   12.5   0.3   4.2   0.0   0.3   0.0      -0.000
 7. 3.2003  444.  -0.00   0.00    0.0   0.3   3.6   0.0   0.5   0.0      -0.000
 8. 3.2003  443.   0.16   0.00    2.6   0.6   3.6   0.0   0.9   0.0       0.000
 9. 3.2003  439.   0.00   0.00    0.0   0.2   3.8   0.0   0.3   0.0      -0.000
10. 3.2003  436.   0.07   0.00    1.1   0.6   3.6   0.0   0.8   0.0       0.000
11. 3.2003  447.   0.13   0.00   14.4   0.2   3.2   0.0   0.2   0.0       0.000
12. 3.2003  447.   0.17   0.00    3.7   0.2   2.9   0.0   0.2   0.0      -0.000
13. 3.2003  444.   0.08   0.00    0.1   0.1   3.1   0.0   0.9   0.0       0.000
14. 3.2003  440.  -0.00   0.00    0.0   0.5   3.9   0.0   0.8   0.0      -0.000
15. 3.2003  435.   0.00   0.00    0.0   0.5   3.9   0.0   0.8   0.0      -0.000
16. 3.2003  432.   0.01   0.00    0.1   0.0   3.4   0.0   0.8   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
17. 3.2003  429.   0.00   0.00    0.0   0.3   2.9   0.0   0.4   0.0      -0.000
18. 3.2003  426.   0.00   0.00    0.0   0.7   2.6   0.0   0.9   0.0      -0.000
19. 3.2003  423.   0.00   0.00    0.0   0.6   2.2   0.0   1.0   0.0       0.000
20. 3.2003  421.   0.00   0.00    0.0   0.1   2.0   0.0   0.2   0.0       0.000
21. 3.2003  418.   0.00   0.00    0.0   0.6   1.8   0.0   1.3   0.0      -0.000
22. 3.2003  416.   0.00   0.00    0.0   0.9   1.6   0.0   1.6   0.0       0.000
23. 3.2003  413.   0.00   0.00    0.0   1.1   1.5   0.0   1.8   0.0      -0.000
24. 3.2003  411.   0.00   0.00    0.0   1.1   1.3   0.0   1.6   0.0      -0.000
25. 3.2003  409.   0.00   0.00    0.0   0.8   1.2   0.0   1.2   0.0       0.000
26. 3.2003  407.   0.00   0.00    0.0   0.9   1.1   0.0   1.6   0.0      -0.000
27. 3.2003  405.   0.00   0.00    0.0   0.8   1.0   0.0   1.2   0.0      -0.000
28. 3.2003  403.   0.00   0.00    0.0   0.9   0.9   0.0   1.7   0.0      -0.000
29. 3.2003  402.   0.00   0.00    0.0   0.6   0.9   0.0   1.0   0.0      -0.000
30. 3.2003  400.   0.00   0.00    0.0   0.9   0.8   0.0   1.5   0.0       0.000
31. 3.2003  399.   0.00   0.00    0.0   0.6   0.7   0.0   1.1   0.0      -0.000
 1. 4.2003  408.   0.64   0.00   12.0   1.8   0.7   0.0   1.9   0.0       0.006
 2. 4.2003  413.   0.23   0.00    6.5   0.6   0.6   0.0   0.6   0.0       0.000
 3. 4.2003  420.   0.22   0.00    7.7   0.4   0.6   0.0   0.4   0.0      -0.000
 4. 4.2003  419.  -0.00   0.00    0.0   0.7   0.6   0.0   1.1   0.0      -0.000
 5. 4.2003  418.   0.00   0.00    0.0   0.5   0.6   0.0   0.9   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 6. 4.2003  416.   0.00   0.00    0.0   0.8   0.6   0.0   1.3   0.0       0.000
 7. 4.2003  415.   0.00   0.00    0.0   0.8   0.6   0.0   1.3   0.0      -0.000
 8. 4.2003  414.   0.00   0.00    0.0   0.6   0.8   0.0   0.9   0.0      -0.000
 9. 4.2003  412.   0.00   0.00    0.0   0.7   0.9   0.0   1.2   0.0      -0.000
10. 4.2003  411.   0.00   0.00    0.0   0.4   0.9   0.0   0.6   0.0      -0.000
11. 4.2003  409.   0.00   0.00    0.0   0.5   1.0   0.0   1.0   0.0       0.000
12. 4.2003  407.   0.00   0.00    0.0   1.2   0.9   0.0   1.8   0.0       0.000
13. 4.2003  405.   0.00   0.00    0.0   1.4   0.9   0.0   2.4   0.0       0.000
14. 4.2003  402.   0.00   0.00    0.0   1.5   0.9   0.0   3.5   0.0       0.000
15. 4.2003  400.   0.00   0.00    0.0   1.6   0.8   0.0   3.5   0.0      -0.000
16. 4.2003  398.   0.00   0.00    0.0   1.6   0.8   0.0   3.7   0.0      -0.000
17. 4.2003  395.   0.00   0.00    0.0   1.4   0.7   0.0   3.0   0.0      -0.000
18. 4.2003  394.   0.00   0.00    0.0   0.8   0.7   0.0   2.4   0.0       0.000
19. 4.2003  404.   0.18   0.00   11.6   0.4   0.6   0.0   0.4   0.0       0.001
20. 4.2003  403.   0.02   0.00    0.0   1.2   0.6   0.0   1.8   0.0      -0.000
21. 4.2003  400.   0.00   0.00    0.0   1.8   0.6   0.0   3.1   0.0       0.000
22. 4.2003  400.   0.07   0.00    1.2   1.4   0.5   0.0   1.9   0.0      -0.000
23. 4.2003  398.   0.00   0.00    0.0   1.6   0.5   0.0   2.1   0.0      -0.000
24. 4.2003  395.   0.00   0.00    0.0   1.7   0.5   0.0   2.5   0.0       0.000
25. 4.2003  394.   0.00   0.00    0.0   1.3   0.5   0.0   2.1   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
26. 4.2003  400.   0.44   0.00    8.1   1.1   0.5   0.0   1.0   0.0       0.004
27. 4.2003  401.   0.16   0.00    2.7   1.0   0.4   0.0   1.3   0.0       0.000
28. 4.2003  403.   0.16   0.00    2.7   1.0   0.4   0.0   1.2   0.0      -0.000
29. 4.2003  402.   0.04   0.00    0.7   1.4   0.4   0.0   2.1   0.0      -0.000
30. 4.2003  406.   0.27   0.00    6.1   0.8   0.4   0.0   0.8   0.0       0.001
 1. 5.2003  409.   0.28   0.00    4.7   1.5   0.4   0.0   1.8   0.0       0.000
 2. 5.2003  410.   0.21   0.00    2.9   2.0   0.4   0.0   2.1   0.2      -0.000
 3. 5.2003  408.   0.01   0.00    0.1   1.4   0.4   0.0   1.9   0.3      -0.000
 4. 5.2003  405.   0.00   0.00    0.0   2.7   0.4   0.0   2.4   0.9       0.000
 5. 5.2003  402.   0.04   0.00    0.4   3.3   0.4   0.0   2.6   1.3      -0.000
 6. 5.2003  401.   0.00   0.00    0.0   0.6   0.5   0.0   0.5   0.2       0.000
 7. 5.2003  398.   0.00   0.00    0.0   2.5   0.5   0.0   1.4   1.4      -0.000
 8. 5.2003  394.   0.00   0.00    0.0   2.7   0.5   0.0   1.5   1.6      -0.000
 9. 5.2003  393.   0.00   0.00    0.0   0.6   0.5   0.0   0.4   0.3      -0.000
10. 5.2003  392.   0.00   0.00    0.0   1.1   0.5   0.0   0.6   0.7      -0.000
11. 5.2003  389.   0.00   0.00    0.0   2.3   0.5   0.0   0.8   1.7      -0.000
12. 5.2003  386.   0.00   0.00    0.0   2.0   0.5   0.0   0.9   1.5       0.000
13. 5.2003  390.   0.90   0.00    5.7   1.5   0.5   0.0   0.4   0.3       0.004
14. 5.2003  390.   0.48   0.00    2.1   1.6   0.4   0.0   0.6   0.8      -0.000
15. 5.2003  388.   0.07   0.00    0.3   1.4   0.4   0.0   0.4   1.0       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
16. 5.2003  386.   0.00   0.00    0.0   2.1   0.4   0.0   0.5   1.7      -0.000
17. 5.2003  387.   0.96   0.00    3.6   2.1   0.4   0.0   0.4   0.8      -0.000
18. 5.2003  404.   1.13   0.00   19.2   1.8   0.3   0.0   0.3   0.4       0.001
19. 5.2003  406.   0.83   0.00    3.4   1.1   0.3   0.0   0.2   0.2       0.000
20. 5.2003  404.   0.25   0.00    0.4   2.5   0.3   0.0   0.6   1.8      -0.000
21. 5.2003  405.   1.07   0.00    3.4   1.7   0.3   0.0   0.3   0.5       0.000
22. 5.2003  407.   0.61   0.00    2.9   0.8   0.3   0.0   0.1   0.1      -0.000
23. 5.2003  406.   0.53   0.00    0.6   1.2   0.3   0.0   0.2   0.5      -0.000
24. 5.2003  403.   0.03   0.00    0.1   3.0   0.3   0.0   0.4   2.6      -0.000
25. 5.2003  401.   0.05   0.00    0.1   1.2   0.3   0.0   0.2   1.0       0.000
26. 5.2003  399.   0.00   0.00    0.0   2.1   0.3   0.0   0.2   1.9       0.000
27. 5.2003  397.   0.00   0.00    0.0   1.6   0.4   0.0   0.2   1.4       0.000
28. 5.2003  394.   0.00   0.00    0.0   3.1   0.4   0.0   0.4   2.8      -0.000
29. 5.2003  389.   0.00   0.00    0.0   4.4   0.4   0.0   0.5   4.0      -0.000
30. 5.2003  385.   0.36   0.00    0.8   4.5   0.4   0.0   0.3   3.9       0.000
31. 5.2003  392.   1.86   0.00   11.9   3.6   0.4   0.0   0.2   1.6       0.002
 1. 6.2003  388.   0.00   0.00    0.0   3.7   0.4   0.0   0.3   3.4      -0.000
 2. 6.2003  383.   0.00   0.00    0.0   4.7   0.4   0.0   0.6   4.3      -0.000
 3. 6.2003  381.   0.19   0.00    0.4   2.4   0.4   0.0   0.2   2.0      -0.000
 4. 6.2003  376.   0.00   0.00    0.0   4.4   0.3   0.0   0.5   4.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 5. 6.2003  376.   1.65   0.00    3.9   3.4   0.3   0.0   0.3   1.6       0.000
 6. 6.2003  372.   0.00   0.00    0.0   4.1   0.3   0.0   0.3   3.8      -0.000
 7. 6.2003  368.   0.00   0.00    0.0   3.9   0.3   0.0   0.3   3.6       0.000
 8. 6.2003  379.   2.10   0.00   15.5   4.4   0.2   0.0   0.3   2.0       0.003
 9. 6.2003  375.   0.00   0.00    0.0   3.5   0.2   0.0   0.5   3.1      -0.000
10. 6.2003  375.   1.73   0.00    4.1   4.3   0.2   0.0   0.3   2.3       0.000
11. 6.2003  371.   0.00   0.00    0.0   3.2   0.2   0.0   0.4   2.9       0.000
12. 6.2003  368.   0.00   0.00    0.0   3.5   0.2   0.0   0.3   3.3       0.000
13. 6.2003  363.   0.00   0.00    0.0   4.0   0.2   0.0   0.4   3.7      -0.000
14. 6.2003  361.   0.00   0.00    0.0   2.4   0.2   0.0   0.3   2.2       0.000
15. 6.2003  357.   0.00   0.00    0.0   3.8   0.2   0.0   0.3   3.5       0.000
16. 6.2003  353.   0.00   0.00    0.0   3.6   0.1   0.0   0.3   3.4      -0.000
17. 6.2003  352.   1.44   0.00    3.4   5.0   0.1   0.0   0.5   3.2       0.000
18. 6.2003  355.   1.55   0.00    5.6   2.3   0.1   0.0   0.2   0.6       0.001
19. 6.2003  356.   1.28   0.00    3.0   2.0   0.1   0.0   0.2   0.6       0.000
20. 6.2003  353.   0.00   0.00    0.0   2.6   0.1   0.0   0.5   2.3       0.000
21. 6.2003  351.   0.00   0.00    0.0   1.5   0.1   0.0   0.2   1.4      -0.000
22. 6.2003  349.   0.00   0.00    0.0   2.6   0.1   0.0   0.2   2.4      -0.000
23. 6.2003  350.   2.39   0.00    6.5   4.8   0.1   0.0   0.5   2.1       0.003
24. 6.2003  348.   0.00   0.00    0.0   2.6   0.1   0.0   0.4   2.4      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
25. 6.2003  344.   0.00   0.00    0.0   3.1   0.1   0.0   0.3   2.8       0.000
26. 6.2003  341.   0.00   0.00    0.0   3.2   0.1   0.0   0.4   3.0      -0.000
27. 6.2003  337.   0.00   0.00    0.0   4.2   0.1   0.0   0.5   3.9      -0.000
28. 6.2003  334.   0.00   0.00    0.0   2.5   0.1   0.0   0.3   2.2       0.000
29. 6.2003  331.   0.00   0.00    0.0   3.4   0.1   0.0   0.3   3.2       0.000
30. 6.2003  328.   0.00   0.00    0.0   2.3   0.1   0.0   0.2   2.1       0.000
 1. 7.2003  331.   1.74   0.00    5.0   2.7   0.1   0.0   0.3   0.8       0.003
 2. 7.2003  339.   1.56   0.00   10.7   2.2   0.1   0.0   0.2   0.5       0.002
 3. 7.2003  339.   0.57   0.00    1.4   1.5   0.1   0.0   0.2   0.8      -0.000
 4. 7.2003  341.   1.32   0.00    4.1   1.6   0.1   0.0   0.2   0.2       0.000
