YR,MO,DA,DOY,MESFL,FLOW,EVAP,TRAN,IRVP,ISVP,SLVP,SNVP,PINT,PTRAN,PSLVP
2003,  9,  3, 246,  0.000,  0.003,  2.335,  2.171,  0.000,  0.000,  0.164,  0.000,  4.535,  2.174,  0.238
2003,  9,  4, 247,  0.000,  0.003,  1.357,  1.253,  0.000,  0.000,  0.104,  0.000,  2.961,  1.254,  0.158
2003,  9,  5, 248,  0.000,  0.003,  2.631,  2.445,  0.000,  0.000,  0.186,  0.000,  6.675,  2.448,  0.400
2003,  9,  6, 249,  0.000,  0.003,  2.427,  2.106,  0.149,  0.000,  0.172,  0.000,  6.255,  2.108,  0.365
2003,  9,  7, 250,  0.000,  0.003,  1.482,  0.342,  1.095,  0.000,  0.045,  0.000,  1.877,  0.342,  0.104
2003,  9,  8, 251,  0.000,  0.003,  0.674,  0.065,  0.592,  0.000,  0.017,  0.000,  0.768,  0.065,  0.051
2003,  9,  9, 252,  0.000,  0.002,  1.902,  1.045,  0.776,  0.000,  0.081,  0.000,  2.935,  1.047,  0.160
2003,  9, 10, 253,  0.000,  0.002,  1.582,  0.281,  1.221,  0.000,  0.081,  0.000,  2.093,  0.281,  0.134
2003,  9, 11, 254,  0.000,  0.002,  0.676,  0.036,  0.613,  0.000,  0.026,  0.000,  0.746,  0.036,  0.055
2003,  9, 12, 255,  0.000,  0.002,  1.554,  0.590,  0.876,  0.000,  0.088,  0.000,  2.216,  0.590,  0.125
2003,  9, 13, 256,  0.000,  0.002,  1.664,  1.523,  0.000,  0.000,  0.140,  0.000,  3.137,  1.524,  0.170
2003,  9, 14, 257,  0.000,  0.002,  2.088,  1.928,  0.000,  0.000,  0.160,  0.000,  3.791,  1.929,  0.200
2003,  9, 15, 258,  0.000,  0.002,  2.002,  1.850,  0.000,  0.000,  0.152,  0.000,  3.688,  1.851,  0.195
2003,  9, 16, 259,  0.000,  0.002,  2.029,  1.889,  0.000,  0.000,  0.141,  0.000,  3.568,  1.889,  0.181
2003,  9, 17, 260,  0.000,  0.002,  2.327,  2.162,  0.000,  0.000,  0.166,  0.000,  4.265,  2.163,  0.215
2003,  9, 18, 261,  0.000,  0.002,  2.901,  2.681,  0.000,  0.000,  0.220,  0.000,  5.813,  2.683,  0.297
2003,  9, 19, 262,  0.000,  0.002,  2.985,  2.783,  0.000,  0.000,  0.203,  0.000,  5.623,  2.785,  0.286
2003,  9, 20, 263,  0.000,  0.002,  2.963,  2.776,  0.000,  0.000,  0.187,  0.000,  5.480,  2.778,  0.266
2003,  9, 21, 264,  0.000,  0.002,  2.770,  2.558,  0.000,  0.000,  0.212,  0.000,  6.608,  2.560,  0.363
2003,  9, 22, 265,  0.000,  0.001,  4.371,  1.764,  2.324,  0.000,  0.283,  0.000,  7.644,  1.759,  0.464
2003,  9, 23, 266,  0.000,  0.001,  1.179,  0.280,  0.848,  0.000,  0.050,  0.000,  1.652,  0.281,  0.116
2003,  9, 24, 267,  0.000,  0.001,  1.185,  1.099,  0.000,  0.000,  0.086,  0.000,  2.494,  1.100,  0.139
2003,  9, 25, 268,  0.000,  0.001,  1.658,  1.522,  0.000,  0.000,  0.136,  0.000,  4.288,  1.523,  0.256
2003,  9, 26, 269,  0.000,  0.001,  2.101,  1.694,  0.221,  0.000,  0.186,  0.000,  5.741,  1.694,  0.354
2003,  9, 27, 270,  0.000,  0.001,  0.764,  0.591,  0.111,  0.000,  0.063,  0.000,  2.047,  0.591,  0.125
2003,  9, 28, 271,  0.000,  0.001,  0.532,  0.079,  0.434,  0.000,  0.020,  0.000,  0.743,  0.078,  0.053
2003,  9, 29, 272,  0.000,  0.001,  0.590,  0.000,  0.575,  0.000,  0.015,  0.000,  0.575,  0.000,  0.041
2003,  9, 30, 273,  0.000,  0.001,  1.104,  0.248,  0.810,  0.000,  0.046,  0.000,  1.473,  0.249,  0.093
2003, 10,  1, 274,  0.000,  0.001,  1.390,  0.216,  1.114,  0.000,  0.061,  0.000,  1.909,  0.216,  0.130
2003, 10,  2, 275,  0.000,  0.001,  0.694,  0.391,  0.255,  0.000,  0.048,  0.000,  1.260,  0.392,  0.078
2003, 10,  3, 276,  0.000,  0.001,  0.414,  0.078,  0.314,  0.000,  0.022,  0.000,  0.538,  0.078,  0.040
2003, 10,  4, 277,  0.000,  0.001,  1.249,  0.116,  1.077,  0.000,  0.056,  0.000,  1.524,  0.116,  0.106
2003, 10,  5, 278,  0.000,  0.001,  0.864,  0.342,  0.460,  0.000,  0.062,  0.000,  1.445,  0.342,  0.086
2003, 10,  6, 279,  0.000,  0.001,  0.424,  0.034,  0.364,  0.000,  0.026,  0.000,  0.624,  0.034,  0.050
2003, 10,  7, 280,  0.000,  0.001,  0.587,  0.000,  0.567,  0.000,  0.020,  0.000,  0.567,  0.000,  0.053
2003, 10,  8, 281,  0.000,  0.001,  0.574,  0.000,  0.553,  0.000,  0.022,  0.000,  0.553,  0.000,  0.053
2003, 10,  9, 282,  0.000,  0.001,  1.573,  0.000,  1.524,  0.000,  0.049,  0.000,  1.524,  0.000,  0.118
2003, 10, 10, 283,  0.000,  0.001,  0.551,  0.000,  0.529,  0.000,  0.022,  0.000,  0.529,  0.000,  0.050
2003, 10, 11, 284,  0.000,  0.001,  0.331,  0.216,  0.028,  0.000,  0.088,  0.000,  1.460,  0.216,  0.108
2003, 10, 12, 285,  0.000,  0.001,  0.700,  0.618,  0.000,  0.000,  0.082,  0.000,  1.579,  0.618,  0.099
2003, 10, 13, 286,  0.000,  0.001,  0.648,  0.548,  0.000,  0.000,  0.100,  0.000,  1.826,  0.548,  0.129
2003, 10, 14, 287,  0.000,  0.001,  0.518,  0.406,  0.000,  0.000,  0.112,  0.000,  2.031,  0.406,  0.158
2003, 10, 15, 288,  0.000,  0.001,  0.531,  0.433,  0.000,  0.000,  0.098,  0.000,  1.781,  0.433,  0.136
2003, 10, 16, 289,  0.000,  0.001,  0.428,  0.350,  0.000,  0.000,  0.078,  0.000,  1.434,  0.350,  0.111
2003, 10, 17, 290,  0.000,  0.001,  0.558,  0.442,  0.000,  0.000,  0.115,  0.000,  2.169,  0.442,  0.170
2003, 10, 18, 291,  0.000,  0.001,  0.591,  0.471,  0.000,  0.000,  0.119,  0.000,  2.210,  0.472,  0.172
2003, 10, 19, 292,  0.000,  0.002,  0.440,  0.377,  0.000,  0.000,  0.063,  0.000,  1.133,  0.377,  0.083
2003, 10, 20, 293,  0.000,  0.002,  0.144,  0.094,  0.000,  0.000,  0.049,  0.000,  0.922,  0.094,  0.072
2003, 10, 21, 294,  0.000,  0.002,  0.042,  0.013,  0.030,  0.000, -0.001,  0.000,  0.051,  0.013,  0.003
2003, 10, 22, 295,  0.000,  0.003,  0.063,  0.000,  0.037,  0.026,  0.000,  0.000,  0.063,  0.000,  0.004
2003, 10, 23, 296,  0.000,  0.003,  0.210,  0.000,  0.202,  0.000,  0.008,  0.000,  0.202,  0.000,  0.023
2003, 10, 24, 297,  0.000,  0.004,  0.482,  0.000,  0.467,  0.000,  0.015,  0.000,  0.467,  0.000,  0.040
2003, 10, 25, 298,  0.000,  0.005,  0.222,  0.000,  0.092,  0.129,  0.000,  0.000,  0.222,  0.000,  0.025
2003, 10, 26, 299,  0.000,  0.006, -0.004,  0.000,  0.000,  0.001, -0.006,  0.000,  0.001,  0.000, -0.004
2003, 10, 27, 300,  0.000,  0.008,  0.240,  0.000,  0.168,  0.072,  0.000,  0.000,  0.240,  0.000,  0.023
2003, 10, 28, 301,  0.000,  0.010,  0.755,  0.000,  0.690,  0.065,  0.000,  0.000,  0.755,  0.000,  0.074
2003, 10, 29, 302,  0.000,  0.012,  0.388,  0.000,  0.343,  0.044,  0.000,  0.000,  0.388,  0.000,  0.031
2003, 10, 30, 303,  0.000,  0.014,  0.058,  0.000,  0.064,  0.000, -0.005,  0.000,  0.064,  0.000, -0.001
2003, 10, 31, 304,  0.000,  0.017,  0.236,  0.000,  0.231,  0.000,  0.005,  0.000,  0.231,  0.000,  0.021
2003, 11,  1, 305,  0.000,  0.021,  0.441,  0.000,  0.427,  0.000,  0.014,  0.000,  0.427,  0.000,  0.040
2003, 11,  2, 306,  0.000,  0.025,  1.000,  0.045,  0.885,  0.000,  0.070,  0.000,  1.244,  0.045,  0.137
2003, 11,  3, 307,  0.000,  0.029,  0.480,  0.032,  0.402,  0.000,  0.046,  0.000,  0.689,  0.032,  0.087
2003, 11,  4, 308,  0.000,  0.035,  0.651,  0.205,  0.329,  0.000,  0.117,  0.000,  1.482,  0.205,  0.182
2003, 11,  5, 309,  0.000,  0.041,  0.451,  0.359,  0.000,  0.000,  0.092,  0.000,  1.257,  0.359,  0.131
2003, 11,  6, 310,  0.000,  0.049,  0.548,  0.390,  0.000,  0.000,  0.159,  0.000,  2.107,  0.390,  0.247
2003, 11,  7, 311,  0.000,  0.058,  0.134,  0.075,  0.000,  0.000,  0.059,  0.000,  0.798,  0.075,  0.123
2003, 11,  8, 312,  0.000,  0.068,  0.248,  0.107,  0.000,  0.000,  0.141,  0.000,  1.848,  0.107,  0.269
2003, 11,  9, 313,  0.000,  0.079,  0.367,  0.268,  0.000,  0.000,  0.099,  0.000,  1.323,  0.268,  0.177
2003, 11, 10, 314,  0.000,  0.092,  0.066,  0.034,  0.000,  0.000,  0.032,  0.000,  0.395,  0.034,  0.073
2003, 11, 11, 315,  0.000,  0.106,  0.098,  0.051,  0.000,  0.000,  0.047,  0.000,  0.615,  0.051,  0.101
2003, 11, 12, 316,  0.000,  0.119,  0.114,  0.055,  0.000,  0.000,  0.060,  0.000,  1.113,  0.055,  0.138
2003, 11, 13, 317,  0.000,  0.133,  0.001,  0.003, -0.000, -0.001,  0.000,  0.000, -0.002,  0.003, -0.027
2003, 11, 14, 318,  0.000,  0.146, -0.022,  0.000,  0.000,  0.001, -0.023,  0.000,  0.001,  0.000, -0.022
2003, 11, 15, 319,  0.000,  0.157,  0.235,  0.025,  0.155,  0.027,  0.028,  0.000,  0.542,  0.025,  0.073
2003, 11, 16, 320,  0.000,  0.168, -0.047,  0.000,  0.000, -0.013, -0.035,  0.000, -0.013,  0.000, -0.035
2003, 11, 17, 321,  0.000,  0.176, -0.052,  0.000,  0.000, -0.022, -0.030,  0.000, -0.022,  0.000, -0.029
2003, 11, 18, 322,  0.000,  0.183,  0.092,  0.000,  0.069,  0.035, -0.011,  0.000,  0.104,  0.000,  0.008
2003, 11, 19, 323,  0.000,  0.190, -0.059,  0.000, -0.000, -0.028, -0.031,  0.000, -0.028,  0.000, -0.028
2003, 11, 20, 324,  0.000,  0.199,  0.062,  0.000,  0.047,  0.028, -0.014,  0.000,  0.076,  0.000, -0.001
2003, 11, 21, 325,  0.000,  0.215,  0.365,  0.010,  0.306,  0.000,  0.049,  0.000,  0.392,  0.010,  0.093
2003, 11, 22, 326,  0.000,  0.245,  0.213,  0.016,  0.170,  0.000,  0.027,  0.000,  0.337,  0.016,  0.062
2003, 11, 23, 327,  0.000,  0.294,  0.349,  0.092,  0.044,  0.000,  0.213,  0.000,  1.522,  0.092,  0.302
2003, 11, 24, 328,  0.000,  0.366,  0.239,  0.072,  0.000,  0.000,  0.168,  0.000,  1.162,  0.072,  0.252
2003, 11, 25, 329,  0.000,  0.457,  0.060,  0.033,  0.000,  0.000,  0.026,  0.000,  0.225,  0.033,  0.050
2003, 11, 26, 330,  0.000,  0.553,  0.040,  0.019,  0.000,  0.000,  0.021,  0.000,  0.320,  0.019,  0.075
2003, 11, 27, 331,  0.000,  0.639, -0.036,  0.003,  0.003,  0.000, -0.042,  0.000,  0.006,  0.003, -0.037
2003, 11, 28, 332,  0.000,  0.698, -0.098,  0.000,  0.000, -0.039, -0.058,  0.000, -0.039,  0.000, -0.061
2003, 11, 29, 333,  0.000,  0.733, -0.010,  0.000,  0.000,  0.017, -0.027,  0.000,  0.017,  0.000, -0.017
2003, 11, 30, 334,  0.000,  0.761,  0.124,  0.000,  0.101,  0.022,  0.001,  0.000,  0.124,  0.000,  0.046
2003, 12,  1, 335,  0.000,  0.812,  0.158,  0.002,  0.148,  0.000,  0.008,  0.000,  0.340,  0.002,  0.048
2003, 12,  2, 336,  0.000,  0.894,  0.077,  0.003,  0.006,  0.000,  0.068,  0.000,  0.425,  0.003,  0.144
2003, 12,  3, 337,  0.000,  0.985,  0.020,  0.000,  0.012,  0.000,  0.008,  0.000,  0.074,  0.000,  0.037
2003, 12,  4, 338,  0.000,  1.052, -0.142,  0.000, -0.000, -0.058, -0.085,  0.000, -0.058,  0.000, -0.105
2003, 12,  5, 339,  0.000,  1.083, -0.029,  0.000, -0.000,  0.010, -0.039,  0.000,  0.010,  0.000, -0.025
2003, 12,  6, 340,  0.000,  1.083,  0.211,  0.000,  0.144,  0.067,  0.000,  0.000,  0.474,  0.000,  0.226
2003, 12,  7, 341,  0.000,  1.064, -0.039,  0.000,  0.000,  0.000, -0.072,  0.033,  0.125,  0.000, -0.054
2003, 12,  8, 342,  0.000,  1.040,  0.004,  0.000,  0.000,  0.004,  0.000,  0.000,  0.645,  0.000,  0.104
2003, 12,  9, 343,  0.000,  1.018,  0.006,  0.000,  0.005,  0.002,  0.000,  0.000,  2.167,  0.000,  0.583
2003, 12, 10, 344,  0.000,  0.997,  0.138,  0.000,  0.000,  0.000,  0.138,  0.000,  1.110,  0.000,  0.281
2003, 12, 11, 345,  0.000,  0.976, -0.005,  0.000,  0.000, -0.005,  0.000,  0.000, -0.005,  0.000, -0.026
2003, 12, 12, 346,  0.000,  0.951, -0.105,  0.000,  0.000, -0.002,  0.000, -0.103, -0.002,  0.000, -0.057
2003, 12, 13, 347,  0.000,  1.825, -0.416,  0.000,  0.000,  0.031, -0.039, -0.408,  0.031,  0.000,  0.028
2003, 12, 14, 348,  0.000, 11.171,  0.044,  0.000,  0.000,  0.067, -0.023,  0.000,  0.067,  0.000,  0.081
2003, 12, 15, 349,  0.000, 12.236, -0.138,  0.000,  0.000, -0.055, -0.083,  0.000, -0.055,  0.000, -0.097
2003, 12, 16, 350,  0.000,  8.301, -0.022,  0.000, -0.000, -0.022,  0.000,  0.000, -0.022,  0.000, -0.089
2003, 12, 17, 351,  0.000,  6.197, -0.012,  0.000,  0.000,  0.060, -0.034, -0.039,  0.060,  0.000, -0.012
2003, 12, 18, 352,  0.000,  5.321,  0.159,  0.000,  0.045,  0.168, -0.054,  0.000,  0.213,  0.000, -0.009
2003, 12, 19, 353,  0.000,  4.748,  0.005,  0.000,  0.002,  0.003,  0.000,  0.000,  0.005,  0.000, -0.068
2003, 12, 20, 354,  0.000,  4.101, -0.006,  0.000,  0.039,  0.000, -0.045,  0.000,  0.039,  0.000, -0.015
2003, 12, 21, 355,  0.000,  3.551,  0.304,  0.000,  0.282,  0.000,  0.022,  0.000,  0.282,  0.000,  0.161
2003, 12, 22, 356,  0.000,  3.511, -0.130,  0.000,  0.000, -0.064, -0.066,  0.000, -0.064,  0.000, -0.054
2003, 12, 23, 357,  0.000,  3.832, -0.098,  0.000, -0.000, -0.098,  0.000,  0.000, -0.098,  0.000, -0.038
2003, 12, 24, 358,  0.000,  3.720,  0.144,  0.000,  0.000,  0.164, -0.021,  0.000,  0.165,  0.000,  0.010
2003, 12, 25, 359,  0.000,  3.317,  0.140,  0.000,  0.087,  0.054,  0.000,  0.000,  0.147,  0.000,  0.002
2003, 12, 26, 360,  0.000,  2.911, -0.134,  0.000,  0.000, -0.006, -0.074, -0.053, -0.006,  0.000, -0.084
2003, 12, 27, 361,  0.000,  2.581,  0.010,  0.000,  0.050,  0.006, -0.047,  0.000,  0.056,  0.000, -0.026
2003, 12, 28, 362,  0.000,  2.353,  0.281,  0.000,  0.222,  0.000,  0.059,  0.000,  0.440,  0.000,  0.194
2003, 12, 29, 363,  0.000,  2.252,  0.006,  0.000, -0.000,  0.000,  0.006,  0.000,  0.228,  0.000,  0.069
2003, 12, 30, 364,  0.000,  2.276, -0.047,  0.000,  0.000,  0.000, -0.047,  0.000,  0.059,  0.000, -0.038
2003, 12, 31, 365,  0.000,  2.284, -0.042,  0.000,  0.000,  0.000, -0.042,  0.000,  0.067,  0.000, -0.030
